"covariate_id","covariate_name","mean_target_before","mean_comparator_before","smd_before","mean_target_after","mean_comparator_after","smd_after"
782043410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Isoflurane",0.0006,0,0.0333,,,
40769194702,"measurement during day -365 through 0 days relative to index: Percentage area affected by eczema Lower extremity - bilateral [PhenX]",0.0006,0,0.0333,0.0012,0,0.0491
4163951502,"procedure_occurrence during day -365 through 0 days relative to index: Electrocardiographic procedure",0.0006,0,0.0333,,,
19079524302,"drug_exposure during day -365 through 0 days relative to index: Sodium Chloride 9 MG/ML Injectable Solution",0.0006,0,0.0333,,,
4330583503,"procedure_occurrence during day -180 through 0 days relative to index: Vasectomy",0.0006,0,0.0333,0.0012,0,0.0491
1951006,"index year: 1951",0.0006,0,0.0333,,,
1551192304,"drug_exposure during day -30 through 0 days relative to index: Prednisone 5 MG Oral Tablet",0.0006,0,0.0333,0.0012,0,0.0491
4146173103,"condition_occurrence during day -180 through 0 days relative to index: Injury of tendon of the rotator cuff of shoulder",0.0006,0,0.0333,0.0012,0,0.0491
19006318303,"drug_exposure during day -180 through 0 days relative to index: Penicillin G 375 MG/ML Injectable Solution",0.0006,0,0.0333,0.0012,0,0.0491
3000876704,"measurement during day -30 through 0 days relative to index: Codfish IgE Ab [Units/volume] in Serum",0.0006,0,0.0333,0.0012,0,0.0491
3036780704,"measurement during day -30 through 0 days relative to index: American house dust mite IgE Ab [Units/volume] in Serum",0.0006,0,0.0333,0.0012,0,0.0491
1150770410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Astemizole",0.0006,0,0.0333,0.0012,0,0.0491
3015632702,"measurement during day -365 through 0 days relative to index: Carbon dioxide serum/plasma",0.0006,0,0.0333,,,
3014576702,"measurement during day -365 through 0 days relative to index: Chloride serum/plasma",0.0006,0,0.0333,,,
4197460503,"procedure_occurrence during day -180 through 0 days relative to index: Injection of epinephrine",0.0006,0,0.0333,0.0012,0,0.0491
198199210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Pyelonephritis",0.0006,0,0.0333,,,
4156265103,"condition_occurrence during day -180 through 0 days relative to index: Facial laceration",0.0006,0,0.0333,,,
1305058410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Methotrexate",0.0006,0,0.0333,,,
3004501702,"measurement during day -365 through 0 days relative to index: Glucose lab",0.0006,0,0.0333,,,
40769179702,"measurement during day -365 through 0 days relative to index: Percentage area affected by eczema Head and Neck [PhenX]",0.0006,0,0.0333,0.0012,0,0.0491
258780102,"condition_occurrence during day -365 through 0 days relative to index: Emphysematous bronchitis",0.0006,0,0.0333,0.0012,0,0.0491
196456210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Gallstone",0.0006,0,0.0333,,,
19134077304,"drug_exposure during day -30 through 0 days relative to index: cyclosporine, modified 100 MG [Neoral]",0.0006,0,0.0333,,,
4010253504,"procedure_occurrence during day -30 through 0 days relative to index: Nasal sinus endoscopy",0.0006,0,0.0333,,,
4191853504,"procedure_occurrence during day -30 through 0 days relative to index: Allergy screening test",0.0006,0,0.0333,0.0012,0,0.0491
4218389104,"condition_occurrence during day -30 through 0 days relative to index: Whiplash injury to neck",0.0006,0,0.0333,0.0012,0,0.0491
19003953410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Rocuronium",0.0006,0,0.0333,,,
3010813702,"measurement during day -365 through 0 days relative to index: White Blood cell (WBC) count (leukocyte)",0.0006,0,0.0333,,,
40479422103,"condition_occurrence during day -180 through 0 days relative to index: Injury of medial collateral ligament of knee",0.0006,0,0.0333,,,
1367571302,"drug_exposure during day -365 through 0 days relative to index: heparin",0.0006,0,0.0333,,,
40479768102,"condition_occurrence during day -365 through 0 days relative to index: Injury of anterior cruciate ligament",0.0006,0,0.0333,0.0012,0,0.0491
1551192303,"drug_exposure during day -180 through 0 days relative to index: Prednisone 5 MG Oral Tablet",0.0006,0,0.0333,0.0012,0,0.0491
4134304104,"condition_occurrence during day -30 through 0 days relative to index: Fracture subluxation of wrist",0.0006,0,0.0333,,,
3019406704,"measurement during day -30 through 0 days relative to index: Latex IgE Ab [Units/volume] in Serum",0.0006,0,0.0333,0.0012,0,0.0491
3013682702,"measurement during day -365 through 0 days relative to index: Urea nitrogen serum/plasma",0.0006,0,0.0333,,,
3002385702,"measurement during day -365 through 0 days relative to index: Erythrocyte distribution width [Ratio]",0.0006,0,0.0333,,,
1941006,"index year: 1941",0.0006,0,0.0333,0.0012,0,0.0491
4084167103,"condition_occurrence during day -180 through 0 days relative to index: Acute allergic reaction",0.0006,0,0.0333,0.0012,0,0.0491
1150771302,"drug_exposure during day -365 through 0 days relative to index: Astemizole 10 MG Oral Tablet",0.0006,0,0.0333,0.0012,0,0.0491
3020655704,"measurement during day -30 through 0 days relative to index: Honey bee IgE Ab [Units/volume] in Serum",0.0006,0,0.0333,0.0012,0,0.0491
3007461702,"measurement during day -365 through 0 days relative to index: Platelet count",0.0006,0,0.0333,,,
35605482302,"drug_exposure during day -365 through 0 days relative to index: 2 ML Ondansetron 2 MG/ML Injection",0.0006,0,0.0333,,,
4001336102,"condition_occurrence during day -365 through 0 days relative to index: Concussion injury of brain",0.0006,0,0.0333,,,
80809103,"condition_occurrence during day -180 through 0 days relative to index: Rheumatoid arthritis",0.0006,0,0.0333,,,
19008572303,"drug_exposure during day -180 through 0 days relative to index: Hydrocortisone 10 MG/ML Topical Cream",0.0006,0,0.0333,,,
317576104,"condition_occurrence during day -30 through 0 days relative to index: Coronary arteriosclerosis",0.0006,0,0.0333,,,
3001488704,"measurement during day -30 through 0 days relative to index: Cow milk IgE Ab [Units/volume] in Serum",0.0006,0,0.0333,0.0012,0,0.0491
708298410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Midazolam",0.0006,0,0.0333,,,
1000560410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Ondansetron",0.0006,0,0.0333,,,
1551099410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Prednisone",0.0006,0,0.0333,0.0012,0,0.0491
3024561702,"measurement during day -365 through 0 days relative to index: Albumin serum/plasma",0.0006,0,0.0333,,,
35605858302,"drug_exposure during day -365 through 0 days relative to index: 1 ML Morphine Sulfate 5 MG/ML Injection",0.0006,0,0.0333,,,
4142905102,"condition_occurrence during day -365 through 0 days relative to index: Fracture of rib",0.0006,0,0.0333,,,
196456102,"condition_occurrence during day -365 through 0 days relative to index: Gallstone",0.0006,0,0.0333,,,
40479422102,"condition_occurrence during day -365 through 0 days relative to index: Injury of medial collateral ligament of knee",0.0006,0,0.0333,,,
258780210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Emphysematous bronchitis",0.0006,0,0.0333,0.0012,0,0.0491
198809210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Acute cholecystitis",0.0006,0,0.0333,,,
19126352304,"drug_exposure during day -30 through 0 days relative to index: Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",0.0006,0,0.0333,,,
19075001303,"drug_exposure during day -180 through 0 days relative to index: Cefuroxime 250 MG Oral Tablet",0.0006,0,0.0333,,,
3001247704,"measurement during day -30 through 0 days relative to index: Common Ragweed IgE Ab [Units/volume] in Serum",0.0006,0,0.0333,0.0012,0,0.0491
3005136704,"measurement during day -30 through 0 days relative to index: Cladosporium herbarum IgE Ab [Units/volume] in Serum",0.0006,0,0.0333,0.0012,0,0.0491
4108705502,"procedure_occurrence during day -365 through 0 days relative to index: Intravenous blood transfusion of packed cells",0.0006,0,0.0333,0.0012,0,0.0491
19078924302,"drug_exposure during day -365 through 0 days relative to index: Midazolam 1 MG/ML Injectable Solution",0.0006,0,0.0333,,,
40479768103,"condition_occurrence during day -180 through 0 days relative to index: Injury of anterior cruciate ligament",0.0006,0,0.0333,0.0012,0,0.0491
1150771303,"drug_exposure during day -180 through 0 days relative to index: Astemizole 10 MG Oral Tablet",0.0006,0,0.0333,0.0012,0,0.0491
4084167104,"condition_occurrence during day -30 through 0 days relative to index: Acute allergic reaction",0.0006,0,0.0333,0.0012,0,0.0491
3006451704,"measurement during day -30 through 0 days relative to index: Walnut IgE Ab [Units/volume] in Serum",0.0006,0,0.0333,0.0012,0,0.0491
3006923702,"measurement during day -365 through 0 days relative to index: Alanine aminotransferase serum/plasma",0.0006,0,0.0333,,,
3016723702,"measurement during day -365 through 0 days relative to index: Creatinine serum/plasma",0.0006,0,0.0333,,,
4163971502,"procedure_occurrence during day -365 through 0 days relative to index: Laparoscopic cholecystectomy",0.0006,0,0.0333,,,
40220386302,"drug_exposure during day -365 through 0 days relative to index: 100 ML Propofol 10 MG/ML Injection",0.0006,0,0.0333,,,
1539411304,"drug_exposure during day -30 through 0 days relative to index: Simvastatin 20 MG Oral Tablet",0.0006,0,0.0333,,,
4296204103,"condition_occurrence during day -180 through 0 days relative to index: First degree burn",0.0006,0,0.0333,0.0012,0,0.0491
19007333302,"drug_exposure during day -365 through 0 days relative to index: Methotrexate 10 MG Oral Tablet",0.0006,0,0.0333,,,
40169281303,"drug_exposure during day -180 through 0 days relative to index: 60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler",0.0006,0,0.0333,0.0012,0,0.0491
4125906504,"procedure_occurrence during day -30 through 0 days relative to index: Suture open wound",0.0006,0,0.0333,,,
1746114410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Piperacillin",0.0006,0,0.0333,,,
1110410410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Morphine",0.0006,0,0.0333,,,
3028833702,"measurement during day -365 through 0 days relative to index: Bilirubin.total [Mass/volume] in Blood",0.0006,0,0.0333,,,
3035995702,"measurement during day -365 through 0 days relative to index: Alkaline phosphatase serum/plasma",0.0006,0,0.0333,,,
19019273302,"drug_exposure during day -365 through 0 days relative to index: Naproxen 500 MG Oral Tablet",0.0006,0,0.0333,,,
42707627302,"drug_exposure during day -365 through 0 days relative to index: rocuronium bromide 10 MG/ML Injectable Solution",0.0006,0,0.0333,,,
4170947504,"procedure_occurrence during day -30 through 0 days relative to index: Bone immobilization",0.0006,0,0.0333,,,
195588104,"condition_occurrence during day -30 through 0 days relative to index: Cystitis",0.0006,0,0.0333,0.0012,0,0.0491
372328104,"condition_occurrence during day -30 through 0 days relative to index: Otitis media",0.0006,0,0.0333,,,
3021226704,"measurement during day -30 through 0 days relative to index: Shrimp IgE Ab [Units/volume] in Serum",0.0006,0,0.0333,0.0012,0,0.0491
1367571410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: heparin",0.0006,0,0.0333,,,
967823410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Sodium Chloride",0.0006,0,0.0333,,,
1741122410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: tazobactam",0.0006,0,0.0333,,,
3006906702,"measurement during day -365 through 0 days relative to index: Calcium serum/plasma serum/plasma",0.0006,0,0.0333,,,
3013721702,"measurement during day -365 through 0 days relative to index: Aspartate aminotransferase serum/plasma",0.0006,0,0.0333,,,
40769189702,"measurement during day -365 through 0 days relative to index: Percentage area affected by eczema Trunk [PhenX]",0.0006,0,0.0333,0.0012,0,0.0491
4084167102,"condition_occurrence during day -365 through 0 days relative to index: Acute allergic reaction",0.0006,0,0.0333,0.0012,0,0.0491
40231925304,"drug_exposure during day -30 through 0 days relative to index: Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet",0.0006,0,0.0333,,,
19019273303,"drug_exposure during day -180 through 0 days relative to index: Naproxen 500 MG Oral Tablet",0.0006,0,0.0333,,,
1154029410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Fentanyl",0.0006,0,0.0333,,,
3020630702,"measurement during day -365 through 0 days relative to index: Protein serum/plasma",0.0006,0,0.0333,,,
21494966702,"measurement during day -365 through 0 days relative to index: Physical findings of Abdomen by Palpation",0.0006,0,0.0333,,,
4197460502,"procedure_occurrence during day -365 through 0 days relative to index: Injection of epinephrine",0.0006,0,0.0333,0.0012,0,0.0491
1154029302,"drug_exposure during day -365 through 0 days relative to index: Fentanyl",0.0006,0,0.0333,,,
134438102,"condition_occurrence during day -365 through 0 days relative to index: Contact dermatitis",0.0006,0,0.0333,0.0012,0,0.0491
80809210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Rheumatoid arthritis",0.0006,0,0.0333,,,
19075601304,"drug_exposure during day -30 through 0 days relative to index: clopidogrel 75 MG Oral Tablet",0.0006,0,0.0333,,,
4001336103,"condition_occurrence during day -180 through 0 days relative to index: Concussion injury of brain",0.0006,0,0.0333,,,
4243062504,"procedure_occurrence during day -30 through 0 days relative to index: Radiography of wrist",0.0006,0,0.0333,,,
4152936104,"condition_occurrence during day -30 through 0 days relative to index: Laceration of thigh",0.0006,0,0.0333,,,
40479422104,"condition_occurrence during day -30 through 0 days relative to index: Injury of medial collateral ligament of knee",0.0006,0,0.0333,,,
753626410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Propofol",0.0006,0,0.0333,,,
3027970702,"measurement during day -365 through 0 days relative to index: Globulin [Mass/volume] in Serum by calculation",0.0006,0,0.0333,,,
3026361702,"measurement during day -365 through 0 days relative to index: Red blood cell (RBC) count",0.0006,0,0.0333,,,
40769184702,"measurement during day -365 through 0 days relative to index: Percentage area affected by eczema Upper extremity - bilateral [PhenX]",0.0006,0,0.0333,0.0012,0,0.0491
4310024103,"condition_occurrence during day -180 through 0 days relative to index: Angiodysplasia of stomach",0.0006,0,0.0333,,,
19127922302,"drug_exposure during day -365 through 0 days relative to index: {28 (Norethindrone 0.35 MG Oral Tablet) } Pack [Camila 28 Day]",0.0006,0,0.0333,,,
80809102,"condition_occurrence during day -365 through 0 days relative to index: Rheumatoid arthritis",0.0006,0,0.0333,,,
4084167210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Acute allergic reaction",0.0006,0,0.0333,0.0012,0,0.0491
19008572304,"drug_exposure during day -30 through 0 days relative to index: Hydrocortisone 10 MG/ML Topical Cream",0.0006,0,0.0333,,,
19127922303,"drug_exposure during day -180 through 0 days relative to index: {28 (Norethindrone 0.35 MG Oral Tablet) } Pack [Camila 28 Day]",0.0006,0,0.0333,,,
3014599704,"measurement during day -30 through 0 days relative to index: Egg white IgE Ab [Units/volume] in Serum",0.0006,0,0.0333,0.0012,0,0.0491
3027231704,"measurement during day -30 through 0 days relative to index: Wheat IgE Ab [Units/volume] in Serum",0.0006,0,0.0333,0.0012,0,0.0491
1521369410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Norethindrone",0.0006,0,0.0333,,,
4202832502,"procedure_occurrence during day -365 through 0 days relative to index: Intubation",0.0006,0,0.0333,,,
19006318302,"drug_exposure during day -365 through 0 days relative to index: Penicillin G 375 MG/ML Injectable Solution",0.0006,0,0.0333,0.0012,0,0.0491
4142905210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Fracture of rib",0.0006,0,0.0333,,,
46275444302,"drug_exposure during day -365 through 0 days relative to index: Piperacillin 4000 MG / tazobactam 500 MG Injection",0.0006,0,0.0333,,,
46233710303,"drug_exposure during day -180 through 0 days relative to index: Doxycycline Monohydrate 100 MG Oral Tablet",0.0006,0,0.0333,,,
19134077303,"drug_exposure during day -180 through 0 days relative to index: cyclosporine, modified 100 MG [Neoral]",0.0006,0,0.0333,,,
4293740504,"procedure_occurrence during day -30 through 0 days relative to index: Injection of tetanus antitoxin",0.0006,0,0.0333,,,
3006734704,"measurement during day -30 through 0 days relative to index: White Oak IgE Ab [Units/volume] in Serum",0.0006,0,0.0333,0.0012,0,0.0491
42535580502,"procedure_occurrence during day -365 through 0 days relative to index: Ultrasonography of abdomen, right upper quadrant and epigastrium",0.0006,0,0.0333,,,
1551192302,"drug_exposure during day -365 through 0 days relative to index: Prednisone 5 MG Oral Tablet",0.0006,0,0.0333,0.0012,0,0.0491
782047302,"drug_exposure during day -365 through 0 days relative to index: Isoflurane 999 MG/ML Inhalant Solution",0.0006,0,0.0333,,,
1332419304,"drug_exposure during day -30 through 0 days relative to index: Amlodipine 5 MG Oral Tablet",0.0006,0,0.0333,,,
4197460504,"procedure_occurrence during day -30 through 0 days relative to index: Injection of epinephrine",0.0006,0,0.0333,0.0012,0,0.0491
1112807410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Aspirin",0.0028,0.0048,-0.0332,0.0036,0.0048,-0.0186
1976006,"index year: 1976",0.0078,0.0108,-0.0319,0.0096,0.0108,-0.012
1713332410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Amoxicillin",0.0239,0.0289,-0.0314,0.0241,0.0289,-0.03
4252419503,"procedure_occurrence during day -180 through 0 days relative to index: Radiologic examination of knee",0.0011,0.0024,-0.031,0.0012,0.0024,-0.0284
81893103,"condition_occurrence during day -180 through 0 days relative to index: Ulcerative colitis",0.0011,0.0024,-0.031,0.0012,0.0024,-0.0284
1944006,"index year: 1944",0.0011,0.0024,-0.031,0,0.0024,-0.0695
4035415210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Tear of meniscus of knee",0.0011,0.0024,-0.031,0,0.0024,-0.0695
4035415102,"condition_occurrence during day -365 through 0 days relative to index: Tear of meniscus of knee",0.0011,0.0024,-0.031,0,0.0024,-0.0695
1991006,"index year: 1991",0.0183,0.0145,0.0305,0.0205,0.0145,0.046
4218389102,"condition_occurrence during day -365 through 0 days relative to index: Whiplash injury to neck",0.0039,0.006,-0.0304,0.0024,0.006,-0.0558
4285898104,"condition_occurrence during day -30 through 0 days relative to index: Polyp of colon",0.0156,0.012,0.0301,0.0024,0.012,-0.114
40481087103,"condition_occurrence during day -180 through 0 days relative to index: Viral sinusitis",0.0511,0.0578,-0.0296,0.0627,0.0578,0.0203
1988006,"index year: 1988",0.0133,0.0169,-0.029,0.0157,0.0169,-0.0095
1981006,"index year: 1981",0.0133,0.0169,-0.029,0.012,0.0169,-0.0404
195588210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Cystitis",0.0056,0.0036,0.0287,0.006,0.0036,0.0348
1997006,"index year: 1997",0.0278,0.0325,-0.0278,0.0253,0.0325,-0.0431
7003,"age group:  35 -  39",0.4789,0.4928,-0.0278,0.4916,0.4928,-0.0024
2009006,"index year: 2009",0.0267,0.0313,-0.0278,0.0289,0.0313,-0.0141
2006006,"index year: 2006",0.0272,0.0229,0.0277,0.0241,0.0229,0.008
1978006,"index year: 1978",0.0111,0.0084,0.0272,0.0108,0.0084,0.0247
2014006,"index year: 2014",0.0322,0.0277,0.0265,0.0386,0.0277,0.0606
2019006,"index year: 2019",0.0039,0.0024,0.0264,0.0048,0.0024,0.0402
4125906503,"procedure_occurrence during day -180 through 0 days relative to index: Suture open wound",0.0039,0.0024,0.0264,0.0024,0.0024,0
4155034102,"condition_occurrence during day -365 through 0 days relative to index: Laceration of forearm",0.0022,0.0036,-0.0258,0.0024,0.0036,-0.022
4155034210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Laceration of forearm",0.0022,0.0036,-0.0258,0.0024,0.0036,-0.022
375671210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Concussion with loss of consciousness",0.0022,0.0036,-0.0258,0,0.0036,-0.0852
1954006,"index year: 1954",0.0022,0.0036,-0.0258,0.0012,0.0036,-0.0492
2016006,"index year: 2016",0.0256,0.0217,0.0255,0.0229,0.0217,0.0082
2008006,"index year: 2008",0.0256,0.0217,0.0255,0.0253,0.0217,0.0239
1332418410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Amlodipine",0.0022,0.0012,0.0246,0.0024,0.0012,0.0284
1539411302,"drug_exposure during day -365 through 0 days relative to index: Simvastatin 20 MG Oral Tablet",0.0022,0.0012,0.0246,0.0024,0.0012,0.0284
4134304102,"condition_occurrence during day -365 through 0 days relative to index: Fracture subluxation of wrist",0.0022,0.0012,0.0246,0.0024,0.0012,0.0284
439777210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Anemia",0.0022,0.0012,0.0246,0.0036,0.0012,0.0492
4243062502,"procedure_occurrence during day -365 through 0 days relative to index: Radiography of wrist",0.0022,0.0012,0.0246,0.0024,0.0012,0.0284
4326177502,"procedure_occurrence during day -365 through 0 days relative to index: Medication Reconciliation",0.0022,0.0012,0.0246,0.0036,0.0012,0.0492
4278672102,"condition_occurrence during day -365 through 0 days relative to index: Fracture of forearm",0.0022,0.0012,0.0246,0.0024,0.0012,0.0284
4146173102,"condition_occurrence during day -365 through 0 days relative to index: Injury of tendon of the rotator cuff of shoulder",0.0022,0.0012,0.0246,0.0024,0.0012,0.0284
4024958704,"measurement during day -30 through 0 days relative to index: Throat culture",0.0022,0.0012,0.0246,0.0024,0.0012,0.0284
4187458502,"procedure_occurrence during day -365 through 0 days relative to index: Review of systems",0.0022,0.0012,0.0246,0.0036,0.0012,0.0492
4296205103,"condition_occurrence during day -180 through 0 days relative to index: Second degree burn",0.0022,0.0012,0.0246,0.0012,0.0012,0
1332419302,"drug_exposure during day -365 through 0 days relative to index: Amlodipine 5 MG Oral Tablet",0.0022,0.0012,0.0246,0.0024,0.0012,0.0284
4047491502,"procedure_occurrence during day -365 through 0 days relative to index: Radiography of humerus",0.0022,0.0012,0.0246,0.0024,0.0012,0.0284
1539403410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Simvastatin",0.0022,0.0012,0.0246,0.0024,0.0012,0.0284
4037675502,"procedure_occurrence during day -365 through 0 days relative to index: Brief general examination",0.0022,0.0012,0.0246,0.0036,0.0012,0.0492
439777102,"condition_occurrence during day -365 through 0 days relative to index: Anemia",0.0022,0.0012,0.0246,0.0036,0.0012,0.0492
260139103,"condition_occurrence during day -180 through 0 days relative to index: Acute bronchitis",0.0228,0.0265,-0.0241,0.0217,0.0265,-0.0314
260139102,"condition_occurrence during day -365 through 0 days relative to index: Acute bronchitis",0.0444,0.0494,-0.0234,0.0458,0.0494,-0.017
1008,"observation time (days) prior to index",14114.6839,14087.0675,0.0232,14084.7904,14087.0675,-0.0019
1995006,"index year: 1995",0.0328,0.0289,0.0223,0.0373,0.0289,0.0471
46275916302,"drug_exposure during day -365 through 0 days relative to index: 1 ML Epinephrine 1 MG/ML Injection",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
4109685102,"condition_occurrence during day -365 through 0 days relative to index: Laceration of foot",0.0006,0.0012,-0.0219,0.0012,0.0012,0
321042102,"condition_occurrence during day -365 through 0 days relative to index: Cardiac arrest",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
321042210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Cardiac arrest",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
19134077302,"drug_exposure during day -365 through 0 days relative to index: cyclosporine, modified 100 MG [Neoral]",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
40492359502,"procedure_occurrence during day -365 through 0 days relative to index: Insertion of biventricular implantable cardioverter defibrillator",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
740275410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Carbamazepine",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
4149245102,"condition_occurrence during day -365 through 0 days relative to index: Rupture of patellar tendon",0.0006,0.0012,-0.0219,0.0012,0.0012,0
1115171304,"drug_exposure during day -30 through 0 days relative to index: Naproxen sodium 220 MG Oral Tablet",0.0006,0.0012,-0.0219,0.0012,0.0012,0
4243062503,"procedure_occurrence during day -180 through 0 days relative to index: Radiography of wrist",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
4187458504,"procedure_occurrence during day -30 through 0 days relative to index: Review of systems",0.0006,0.0012,-0.0219,0.0012,0.0012,0
4252419504,"procedure_occurrence during day -30 through 0 days relative to index: Radiologic examination of knee",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
4181917502,"procedure_occurrence during day -365 through 0 days relative to index: Electroencephalogram",0.0006,0.0012,-0.0219,0.0012,0.0012,0
4029498102,"condition_occurrence during day -365 through 0 days relative to index: Seizure disorder",0.0006,0.0012,-0.0219,0.0012,0.0012,0
3009542704,"measurement during day -30 through 0 days relative to index: Hematocrit",0.0006,0.0012,-0.0219,0.0012,0.0012,0
914335410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Atropine",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
4324181802,"observation during day -365 through 0 days relative to index: History of cardiac arrest",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
19059056303,"drug_exposure during day -180 through 0 days relative to index: Aspirin 81 MG Oral Tablet",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
4029498210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Seizure disorder",0.0006,0.0012,-0.0219,0.0012,0.0012,0
3000963704,"measurement during day -30 through 0 days relative to index: Hemoglobin",0.0006,0.0012,-0.0219,0.0012,0.0012,0
1343916410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Epinephrine",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
1310034302,"drug_exposure during day -365 through 0 days relative to index: 3 ML Amiodarone hydrochloride 50 MG/ML Prefilled Syringe",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
4134304103,"condition_occurrence during day -180 through 0 days relative to index: Fracture subluxation of wrist",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
1309944410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Amiodarone",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
19010482410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Cyclosporine",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
4326177504,"procedure_occurrence during day -30 through 0 days relative to index: Medication Reconciliation",0.0006,0.0012,-0.0219,0.0012,0.0012,0
375671104,"condition_occurrence during day -30 through 0 days relative to index: Concussion with loss of consciousness",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
439777104,"condition_occurrence during day -30 through 0 days relative to index: Anemia",0.0006,0.0012,-0.0219,0.0012,0.0012,0
4057420502,"procedure_occurrence during day -365 through 0 days relative to index: Catheter ablation of tissue of heart",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
40229134304,"drug_exposure during day -30 through 0 days relative to index: Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
4149245210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Rupture of patellar tendon",0.0006,0.0012,-0.0219,0.0012,0.0012,0
4109685210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Laceration of foot",0.0006,0.0012,-0.0219,0.0012,0.0012,0
1713671304,"drug_exposure during day -30 through 0 days relative to index: Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
45766064802,"observation during day -365 through 0 days relative to index: History of single seizure",0.0006,0.0012,-0.0219,0.0012,0.0012,0
40243436302,"drug_exposure during day -365 through 0 days relative to index: 1 ML Atropine Sulfate 1 MG/ML Injection",0.0006,0.0012,-0.0219,0,0.0012,-0.0491
4037675504,"procedure_occurrence during day -30 through 0 days relative to index: Brief general examination",0.0006,0.0012,-0.0219,0.0012,0.0012,0
